Title,Abstract Note,Manual Tags
Situation specificity of social information processing in adolescents with mild intellectual disabilities with and without aggressive behaviour problems,"Aim: The Social-Information Processing (SIP) model suggests that deviant processing of social situations is related to aggression. These SIP-relations have been found in youth with mild intellectual disabilities (ID) as well. However, these studies only included children 3 to 12 years of old, and studied SIP in ambiguous situations. Adolescents with mild ID and higher intelligence levels, with and without aggression problems were compared across SIP steps and ambiguous versus non-ambiguous situations. Method: Over 160 adolescents (13 to 17 years old) participated; IQ ranged from 50-120. SIP was assessed by observing videos of social situations that were hostile, accidental, or ambiguous. Aggression was assessed with a CBCL-TRF-YSR composite-score. Results: Different patterns of SIP were found between mild ID, borderline IQ and average IQ groups, and between the aggressive versus non-problematic groups. Situation specificity was found in SIP of adolescents with mild ID. Conclusions: Situation specificity of SIP is discussed. Behavioural interventions for adolescents with mild ID may focus on specific situations and specific SIP deficits.",adolescent; aggression; child; controlled study; disease model; human; information processing; intellectual impairment; intelligence; juvenile; major clinical study; videorecording
"Executive function, social information processing, and aggressive behaviour in youth with mild to borderline intellectual disabilities","Aim: Executive function (EF) and social-information processing (SIP) have been studied separately as underlying factors of aggression in youth with mild to borderline intellectual disabilities (ID). However, cumulative or mediating mechanisms of EF and SIP associated with aggression remain unclear. This study adds to the knowledge of social-cognitive factors that may provide core aspects for guidance and behavioural interventions, specifically for youth with mild to borderline ID. Method: Over 160 children (8 to 12 years) and over 160 adolescents (13 to 17 years) participated. Their IQ ranged from 50 to 120. Digital performance tasks/games assessed EF. Videos of social situations measured SIP. T-scores of Child-Behavior-Check- List, Teacher-Report-Form, and Youth-Self-Report were used to assess aggression. Results: Relations between several EF, especially working memory, SIP steps, and aggression were found for both children and adolescents, with and without mild to borderline ID. Differences in pathways and further Results are forthcoming. Conclusions: Indications are found for cumulative and mediating mechanisms of the social-cognitive factors EF and SIP towards aggression. Differences between age- and IQ-groups, and implications for behavioural interventions are discussed.",adolescent; aggression; child; Child Behavior Checklist; executive function; human; information processing; intellectual impairment; juvenile; major clinical study; self report; teacher; videorecording; working memory
Developing health indicators for people with intellectual disabilities. The method of the Pomona project,"Aim: Recently, attention has focused on the health inequalities experienced by people with intellectual disabilities (ID) when compared with the general population. To inform policies aimed at equalizing health opportunities, comparable evidence is needed about the aspects of their health that may be amenable to intervention. Method: Applying the framework of the European Community Health Indicators (ECHI) for the general population, the Pomona group developed a set of health indicators reflecting aspects of the health of people with ID: socio-demographic data, health status, health determinants and health systems. Results: This paper documents the procedures that partners carried out in 13 European countries. The process comprised a search for evidence in published literature; consultation with advocates, family members and health professionals; and analyses of national and international databases. Indicators were selected if they were appraised as important, useful, measurable and if resulting data would enable comparisons between the health of people with ID and that of the general population. Conclusion: The thus developed indicator set that is aligned with ECHI will permit investigators to compare key aspects of health of people with ID with those of people in the general population within Europe. The final set of 18 indicators will be applied in the Pomona 2 project (2005-08) to gather information about the health of samples of adults in 14 participating European countries. © 2007 The Authors. Journal Compilation © 2007 Blackwell Publishing Ltd.",article; automutilation; behavior disorder; body mass; coping; daily life activity; employment; Europe; health care policy; health care system; health promotion; health status; hospitalization; information processing; intellectual impairment; life expectancy; medical information; mental health; physical activity; social status; social support
The use of contraception by women with intellectual disabilities,"Background: Worldwide, contraception is frequently used by women for the prevention of conception, to regulate or postpone menstrual bleeding. The study aims to determine the use (number and method) of contraception by women with intellectual disabilities (ID), the indications, sources of referrals and relations with level of ID and age of the women concerned. Methods: The study group consisted of 234 women aged between 15 and 59 years and residing at a Dutch service provider for persons with ID. Data were obtained via the pharmacy database, attending physicians and individual medical files. Results: Nearly one half (48%, <i>n</i> = 112) of the 234 residential women used some method of contraception: 87 (78%) took pharmacological contraceptive methods, 23 (20%) underwent surgical contraception and 2 (2%) both. Main reasons for contraception were problems with menstruation, behaviour and/or prevention of pregnancy. Requests for contraception were initiated mainly by physicians and parents. Differences between users of different contraceptives with regard to age and level of ID were not statistically significant. Conclusions: Further studies should focus on the development and implementation of adequate health promotion materials on this subject. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",Adolescence (13-17 yrs); Adulthood (18 yrs & older); Birth Control; Disabilities; Female; Health Behavior; Human Females; Intellectual Development Disorder; Middle Age (40-64 yrs); Oral Contraceptives; Surgery; Thirties (30-39 yrs); Young Adulthood (18-29 yrs)
Patient reported outcomes used in clinical trials and core outcome sets for individuals with genetic intellectual disability: a scoping review,"Background: The impact of genetic intellectual disability (GID) on daily life is significant. To better understand the impact of GID, it is essential to measure relevant patient reported outcomes (PROs). The aim of this study is to provide an overview of PROs used for individuals with GID, laying the groundwork for a future generic core PRO set for GID. Methods: To identify PROs used for individuals with GID, results of two literature reviews were integrated; (1) PROs extracted from a scoping review on outcomes in clinical trials, and (2) PROs identified from a scoping review on core outcome sets (COSs) for specific GIDs through a search in MEDLINE (Ovid), PsycINFO, Embase, and the COMET database. Descriptive analyses were performed. Results: In the first scoping review, 66 different PROs were identified. In the second scoping review, 22 different PROs were identified. After integrating PROs, 18 unique PROs remained, which were classified into a conceptual framework. Most frequently reported PROs were quality of life, perceived health, cognitive functioning, anxiety/stress, and depressive symptoms. Conclusion: This study provides an overview of PROs used for individuals with GID. These results will assist in developing a generic core PRO set for GID, to harmonize PROs used in care and research.",anger; anxiety; cognition; conceptual framework; depression; descriptive research; gastrointestinal discomfort; genetic disorder; health; human; intellectual impairment; interpersonal communication; irritability; mental function; pain; patient-reported outcome; physiological stress; Preferred Reporting Items for Systematic Reviews and Meta-Analyses; quality of life; respiratory tract disease; review; scoping review; self care; sleep; upper limb; vision
A systematic review of studies on the association between physiological parameters and self-harm,"Background: Self-harm is common in people with intellectual disabilities and is associated with multiple adverse consequences for the client engaging in self-harm, other clients and caregivers. Self-harm is related to emotional dysregulation according to both observational and self-report data. Measures of the autonomic nervous system might provide additional insight in this relationship. Methods: The current systematic review systematically summarized a broad spectrum of studies on the association between self-harm and physiological parameters. The search identified 2400 articles, 46 were included. Results: In most studies, which compared electrodermal activity and heart rate in people with and without self-harm, no clear indications for a relation between physiology and self-harm was found. Studies on heart rate variability showed indications for lower heart rate variability during recovery, which could imply emotion dysregulation, findings which were supported by results from imagery studies (heart rate and skin conductance). No consistent findings were found when self-harm was studied before, during or after actual occurrences of self-harm, although this was examined by very few studies. Conclusions: Although wearable technology has improved, the majority of studies to date are lab-studies. Future research should focus on measuring physiology in daily life before, during and after self-harm, in people with intellectual disabilities, study different types and functions of self-harm separately, and test multimodal prediction models. This knowledge could improve the understanding, prevention and assessment of this debilitating behaviour.",automutilation; avoidance behavior; cognitive stress; coping; daily life activity; disease association; electrodermal response; emotion regulation; emotional disorder; heart rate; heart rate variability; human; imagery; intellectual impairment; medical research; physical activity; physiological process; prediction; rest; review; skin conductance; social stress; systematic review; wearable technology
"Adapted Dialectical Behavioural Therapy for Adults With MID-BIF and Self-Harming, Suicidal and Aggressive Behaviour","Background: Individuals with mild intellectual disability (MID) and borderline intellectual functioning (BIF) are at heightened risk of developing emotion regulation and behavioural problems, such as self-harming (SH), suicidal (SUI) and/or aggressive (AB) behaviour (e.g., Nieuwenhuis et al. 2022). They have higher suicide attempt rates (Hartley et al. 2018), lower life quality and negative self-image (Brown and Beail 2009). Moreover, caregivers supporting them report elevated stress and turnover (Deveau and McGill 2016; Hastings 2002). The biosocial theory (BST) explains SH, SUI and AB as responses to genetic, developmental and personality vulnerabilities in combination with an invalidating social environment (Linehan 1993; Salavati and Selby 2025). The assumption is that SH, SUI and AB function as a temporary coping mechanism for negative cognitions and emotions (Gratz 2007) and act as maladaptive yet effective strategies to regulate emotions (Brown 2009; Woodley et al. 2021). Dialectical behavioural therapy (DBT) is based on the BST and has been developed as a treatment for borderline personality disorder (Linehan 1993), a condition known for severe emotion dysregulation, interpersonal problems and SH, SUI and AG. DBT intervenes by offering a multifaceted and intensive treatment programme aimed at learning more adaptive skills to deal with disturbing emotional experiences and (self)-destructive urges. Given the cognitive needs of individuals with MID-BIF (van den Boogaard et al. 2020), an adapted DBT protocol has been developed (Brown 2019), but evidence for its effectiveness is still lacking. Methods: Six participants with MID-BIF and emotion regulation problems entered the adapted DBT programme, limited to only skill training (n = 3) or combined to include individual therapy and telephone consultation (n = 3) (Brown 2019; Linehan 2019). Experience sampling methodology using an app (Ethica 2019) with daily diaries was used to collect data on mood and urges and the frequency of SH, SUI and AB over 134 days. Daily records of caregivers observing behavioural problems were collected as a secondary measure. Following guidelines for single-case effect studies, visual inspection and linear and logistic regression models are used to determine change (Kazdin 2013). The change interview (Elliott 2002) was conducted as a qualitative analysis to obtain a narrative of the participant's experiences of adapted DBT. Results: Insights from the interviews suggest reductions in SH, SUI and AB and improved emotion regulation skills as determinants of change. Investigations into quantitative measures are in progress and will be presented at the congress. Conclusions: Few efforts have been made investigating the effectiveness of adapted DBT in people with MID-BIF. As part of a Dutch multi-organizational project investigating the effectiveness of adapted DBT, we will discuss the results of our first preliminary attempt to establish more evidence for its effectiveness. Furthermore, with the aim of drawing more robust conclusions in the near future, we will share plans for ongoing research involving an improved, larger-scale design.",adult; aggression; automutilation; borderline state; caregiver; cognition; conference abstract; dialectical behavior therapy; emotion; emotion regulation; female; human; intellectual impairment; interview; mood; personality; problem behavior; qualitative analysis; quality of life; self concept; self poisoning; social environment; suicide attempt; teleconsultation; therapy; turnover rate; vulnerability
"The scale for emotional development-revised (SED-R) for persons with intellectual disabilities and mental health problems: Development, description, and reliability","Objectives: The Scheme for Appraisal of Emotional Development (SAED, Došen, 1997) is intended to evaluate the emotional development of persons with intellectual disabilities (ID), especially those with co-occurring problem behaviour. In 2012, The Scheme for Appraisal of Emotional Development-revised (SED-R) was developed in Dutch, based on the SAED. This paper aims at providing a description of the SED-R, its development, and results from an inter-rater reliability study. Methods: The study was carried out in services that support persons with ID in Flanders, the northern part of Belgium. For each client, the SED-R was administered twice with the same informants by two different trained interviewers at different points in time, with a 1-week minimum and 3-week maximum between assessments 1 and 2. Cronbach’s Alpha coefficient was calculated in order to estimate the internal consistency. The degree of agreement between the scores of the assessment pairs at time 1 and time 2 (which could be regarded as test-retest reliability) was expressed in Spearman’s rho. For the extent of inter-rater agreement, the intraclass correlations coefficient (ICC) was applied. Results: The reliability results indicate that the SED-R generally shows a high internal consistency. The total and average score of the SED-R show a substantial inter-rater reliability. Ten out of 13 domains show moderate to substantial inter-rater reliability. Conclusion: The results are discussed in relation to four notions: robustness, utility, understanding, and relevance. It is necessary to generate more knowledge with regard to the validity, reliability and applicability of the SED-R, warranting further research. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",Adolescence (13-17 yrs); Adulthood (18 yrs & older); Aged (65 yrs & older); Childhood (birth-12 yrs); Emotional Development; Female; Intellectual Development Disorder; Male; Middle Age (40-64 yrs); Psychometrics; School Age (6-12 yrs); Test Reliability; Thirties (30-39 yrs); Young Adulthood (18-29 yrs)
Exploring Stress and Stress Regulation in People With Severe to Profound Intellectual Disabilities (SPID): A Scoping Review,"Background: People with severe to profound intellectual disabilities (SPID) become easily overwhelmed by stimuli. This can lead to responses like withdrawal, self-protective behaviours, or challenging behaviours such as self-injury or aggression. The limited abilities of persons with SPID to autonomously cope with stress can be understood from the profoundness and the complexity of their disabilities. Knowledge on how sensory or internal stimuli impact a person's stress level, how they try to cope with this stress themselves, how co-regulation by a person's caregiver can be effectively realized, and how stress regulation affects emotional wellbeing and engagement is necessary to improve the quality of life and learning opportunities for persons with SPID. However, current literature lacks comprehensive insights into how these individuals experience and react to stimuli in daily life and how caregivers can effectively co-regulate stress. Method: As a first step in a broader project, we conducted a scoping review to provide an overview of the literature on stress and stress regulation in people with severe to profound intellectual disabilities and to explore different strategies and interventions to manage and regulate stress of people with SPID. Review Questions: 1. What are the study characteristics of existing research on stress and stress regulation in people with SPID? 2. How is the methodological quality of the included studies, as assessed by the Mixed Methods Appraisal Tool (MMAT)? 3. Which methods are used to assess stress and stress regulation? 4. Which internal and external stressors are described/measured in the literature? 5. What strategies or interventions, used by the person with SPID or the environment, are described in the current literature to manage these stressors? Results: This review aimed to explore current knowledge on stress and stress regulation in people with SPID and revealed important knowledge gaps in the literature. The data extraction and analysis process are still ongoing. The main results will be presented during the presentation. Conclusions: The scoping review concludes by giving a descriptive overview of different sources of stress and interventions to manage this stress in persons with SPID. The results and conclusions of the scoping review will be presented comprehensively.",adolescent; aggression; automutilation; caregiver; conference abstract; data extraction; human; intellectual impairment; knowledge gap; learning; major clinical study; physiological stress; psychological well-being; quality of life; scoping review; self poisoning
Validity and reliability of the Spanish version of the diagnostic assessment for the severely handicapped (DASH-II),"Background and objectives: The DASH-II scale is a specific instrument for measuring psychopathological symptoms in people with severe and profound intellectual disability (ID). The aim of the study is the validation of the Spanish version, evaluating its reliability and validity. At the same time we examine the prevalence of mental disorders in our sample. Material and methods: Two reviewers independently passed the Spanish version of the DASH-II (DASH-II-S) to 83 users to establish inter-rater reliability. To assess inter-rater reliability or test-retest reliability, fifty participants were reassessed by the same rater within 7 days. Results: DASH-II-S showed good internal consistency (Cronbach's α= 0.879) and good reliability, both intra and inter-rater reliability. The prevalence of psychopathology in the sample is 94%, and the use of psychotropic drugs is also high, with 61.4% receiving one or more antipsychotics. Conclusions: DASH-II-S is a valid and reliable instrument that can be used for the assessment of psychopathology in people with ID. The translated version retains the psychometric properties of the original English version. Moreover, the high prevalence of mental disorders in this population may explain the widespread use of psychotropic drugs, but it forces us to continuous reassessment and justification.",adult; anxiety disorder; article; autism; automutilation; comorbidity; controlled study; diagnostic assessment for the severely handicapped II scale; disabled person; eating disorder; eliminating disorder; female; human; impulse control disorder; intellectual impairment; internal consistency; interrater reliability; intrarater reliability; major clinical study; mania; mental disease; mood disorder; prevalence; psychosomatic disorder; psychotropic agent; rating scale; schizophrenia; sexual dysfunction; sleep disorder; stereotypy; symptomatology; test retest reliability; validation process; validity
Positive Behavior Support as a Family-Centered Endeavor,"The authors administered a federally funded project for families who have school-age children with developmental disabilities and challenging behavior. Part of the project consisted of a 6-week group that focused on helping the families develop positive behavior support plans for their children. The authors discuss the effects of child-focused behavior support on families. This discussion is complemented by a case example in which a grandmother's work environment improved as a function of her grandson's improved behavior at school. This case emphasizes the interconnectedness of family members' lives and the importance of a broad quality-of-life perspective on the enterprise of all behavioral interventions. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",Adulthood (18 yrs & older); Behavior Modification; Behavior Problems; Childhood (birth-12 yrs); Developmental Disabilities; Family Intervention; Family Members; Female; Intellectual Development Disorder; Male; Positive Reinforcement; School Age (6-12 yrs); Treatment Planning
Psychological therapies for people with intellectual disabilities: A systematic review and meta-analysis,"The aim of this study was to evaluate the efficacy of psychological therapies for people with intellectual disabilities (IDs) through a systematic review and meta-analysis of the current literature. A comprehensive literature search identified 143 intervention studies. Twenty-two trials were eligible for review, and 14 of these were subsequently included in the meta-analysis. Many studies did not include adequate information about their participants, especially the nature of their IDs; information about masked assessment, and therapy fidelity was also lacking. The meta-analysis yielded an overall moderate between-group effect size, g=. .682, while group-based interventions had a moderate but smaller treatment effect than individual-based interventions. Cognitive-behaviour therapy (CBT) was efficacious for both anger and depression, while interventions aimed at improving interpersonal functioning were not effectual. When CBT was excluded, there was insufficient evidence regarding the efficacy of other psychological therapies, or psychological therapies intended to treat mental health problems in children and young people with IDs. Adults with IDs and concurrent mental health problems appear to benefit from psychological therapies. However, clinical trials need to make use of improved reporting standards and larger samples. © 2013 Elsevier Ltd.",anger; behavior therapy; clinical effectiveness; cognitive therapy; depression; group therapy; human; human relation; intellectual impairment; mental disease; meta analysis; patient counseling; psychotherapy; relaxation training; review; social adaptation; systematic review
'Pudelwohl'- part 2: A mental well-being app for people with intellectual disabilities and their support worker: Pilot data,"Introduction: Digital mental health interventions for people with intellectual disabilities are scarce, despite the abundance of such mainstream interventions. We aimed to develop and evaluate the feasibility of a four-week tablet application to improve the mental wellbeing of people with intellectual disabilities. Methods: Using a within-subjects pre-posttest design, twelve men with mild to moderate intellectual disabilities (median age = 19 years) and their support workers (median age = 42 years) completed four weekly sessions, lasting approximately 30-40 minutes each. Preliminary effectiveness was assessed using self-reported well-being (Personal Wellbeing Index - Intellectual Disability; PWI-ID) and with the support worker completed Aberrant Behaviour Checklist - Community (ABCC). Participants with ID also completed mood barometers prior to every session. Results: Mood ratings increased for five and decreased for two participants. No changes were observed in PWI-ID ratings, whilst proxyratings of behavioural problems decreased (Wilcoxon signed rank test, Z = -1.967, p = .049). Implications: The findings are inconclusive, yet suggest that a digital well-being intervention for joint use by people with intellectual disabilities and their support workers might have some benefits. Differences in outcome measures indicate these are sensitive to detecting potential intervention benefits. Piloting the intervention in a (sub-)clinical sample would be a next step.",adult; checklist; clinical article; conference abstract; controlled study; feasibility study; human; intellectual impairment; joint; male; mood; outcome assessment; pretest posttest design; problem behavior; psychological well-being; tablet; Wilcoxon signed ranks test; worker; young adult
The impact of personalised contextual support on quality of life of dutch persons with intellectual disability and severe challenging behaviour,"Individuals with intellectual disability (ID) and severe challenging behaviour (CB) often permanently reside in group homes that offer intensive daily support. In order to assure quality of life, support is individually tailored by shaping the context, based on personal needs. This cross-sectional study investigates whether the appraisal of intensive personalised contextual support is associated with level of quality of life (San Martin Scale), taking into account the impact of challenging behaviour (Developmental Behaviour Checklist-Adults). The support teams (direct caretakers, psychologists, legal representatives) of N = 196 people with ID and CB in four service organisations in the Netherlands were asked to appraise the personal fit of the contextual support through structured interview questions. Regression analysis showed that higher appraisal of contextual support was related to higher quality of life. This relationship was stronger if challenging behaviour was less severe. The finding emphasises the relevance of personalised contextual support in shaping quality of life for individuals with intellectual disability and challenging behaviour. (PsycInfo Database Record (c) 2025 APA, all rights reserved)",Behavior Problems; European Cultural Groups; Group Homes; Intellectual Development Disorder; Personalization; Psychologists; Quality of Life; Severity (Disorders)
The effect of buspirone on challenging behaviour in mentally retarded patients: An open prospective multiple-case study,"In this study, the efficacy of the 5-HT<sub>1a</sub> agonist buspirone was investigated in 8 patients with mental retardation and severe, long-lasting challenging behavior, characterized by aggressive outbursts, self-injurious behavior, and impulsivity. The findings demonstrate that buspirone, in a daily dosage varying between 20–50 mg, may be effective in reducing this type of behavioral disturbance and associated with an improvement in sociability. It is hypothesized that the responsiveness to buspirone treatment may be the result of a de-arousing phenomenon, mediated via corticosteroid dependent stress homeostatic mechanisms. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",Adulthood (18 yrs & older); Aggressive Behavior; Buspirone; Drug Therapy; Impulsiveness; Intellectual Development Disorder; Self-Destructive Behavior
Oral self-mutilation in a patient with rhombencephalosynapsys,"Rhombencephalosynapsis (RS) is a rare cerebellar malformation. Its essential features are the absence of the incisura cerebelli posterior, fusion of the cerebellar hemispheres, the absence of the velum medullare anterius and nuclei fastigii, and fusion of the dentate nuclei, which are shifted towards the mid-line. Clinically, affected patients present with signs of cerebellar and motor disturbances. The present report describes a new patient affected by RS. The subject first presented at the age of 22 years because of a psychiatric symptomatology which was characterized by obsessive oral self-mutilation associated with an intellectual disability. Objective evaluation documented dysmorphic features, while neurological examination showed only a slight truncal ataxia. The subject's IQ was 74 on the Wechsler Scale (verbal IQ = 79, performance IQ = 74). Psychiatric evaluation with DSM-IV criteria documented an obsessive-compulsive personality disorder associated with emotional instability and oral self-mutilation. The typical picture of rhombencephalosynapsis was evident on magnetic resonance imaging. Both chromosomal analysis and routine biochemical investigations were normal. The relationship between oral self-injurious behaviour and cerebellar malformations is discussed with particular regard to the behavioural aspects of cerebellar congenital pathology in affective disorders and in autism.",adult; affective neurosis; article; ataxia; automutilation; brain malformation; case report; face dysmorphia; human; intellectual impairment; intelligence quotient; male; mouth disease; nuclear magnetic resonance imaging; obsession; rhombencephalon; rhombencephalosynapsis
Brief Intensive EMDR Therapy for PTSD in Adults With Mild Intellectual Disability and Behavioural Problems,"Background: Because individuals with mild intellectual disability or borderline intellectual functioning (MID-BIF) are at an elevated risk of post-traumatic stress disorder (PTSD), it is important to test the effectiveness of trauma-focused treatments, such as eye movement desensitization and reprocessing (EMDR) therapy, including for adults with MID-BIF and severe behavioural problems. The aim of this study is to determine the safety and effectiveness of brief intensive EMDR therapy, carried out by a team of rotating therapists, specifically for adults with MID-BIF. This will provide valuable insights into the potential of trauma-focused interventions for this vulnerable group and help improve treatment options. Methods: Using a randomized non-concurrent multiple baseline between-subject design, 11 adults with MID-BIF and severe behavioural problems received a maximum of 16 intensive EMDR sessions twice daily for a maximum of 2 weeks from six different EMDR therapists. Primary outcome measurements included severity of PTSD symptoms, PTSD diagnostic status and adverse events. Secondary outcome measurements included the frequency and severity of behavioural problems, presence of adaptive behaviour and the use of involuntary care. Outcome measurements were assessed at baseline, during the intervention and post-intervention phases and at the follow- up phases and subject to randomization tests for statistical significance. Results: The results will be presented at the congress. Conclusions: Although the results of this study will be presented at the congress, we can already conclude that it is possible to apply brief intensive EMDR therapy, carried out by a team of rotating therapists, as an intervention for adults with MID-BIF and severe behavioural problems.",adaptive behavior; adult; borderline state; clinical article; conference abstract; controlled study; eye movement desensitization and reprocessing; female; follow up; human; intellectual impairment; outcome assessment; posttraumatic stress disorder; problem behavior; therapy
Trauma in People With Intellectual Disabilities: EMDR Therapy and Care for Support Professionals,"Background: People with intellectual disability (ID) or borderline intellectual functioning (BIF) are at increased risk of post-traumatic stress disorder (PTSD). However, research into effective trauma treatment remains limited, and it is important to assess the effectiveness of trauma-focused treatments. Therefore, we present two studies that investigated the effectiveness of eye movement and desensitization (EMDR) therapy in individuals with ID. The first study investigated the safety and effectiveness of brief intensive EMDR therapy, delivered by a rotating team of therapists, for adults with MID-BIF, including those with severe behavioural problems. Because people with severe ID (SID) rarely receive trauma treatment due to a lack of knowledge about PTSD treatment options for this population, a second study examined the effectiveness of EMDR therapy using the storytelling method for three adults with SID and PTSD. In addition to people with ID, direct support professionals (DSPs) are at risk of experiencing workplace trauma, such as exposure to challenging behaviour, as part of their daily work. However, little is known about the psychological impact, particularly the traumatic impact, of workplace trauma on DSPs. The psychological well-being of DSPs is important because DSPs are vital for continuous care and their quality of support depends on their well-being. That is why we present a study that assessed the psychological impact of workplace trauma on DSPs of people with ID. Methods: The different studies used a variety of methods including randomized non-concurrent multiple baseline between-subject designs, a scoping review and an online survey. Results: The results of the safety and effectiveness of brief intensive EMDR therapy, carried out by a team of rotating therapists, specifically for adults with MID-BIF and concomitant severe behavioural problems will be presented. Results of the effectiveness of EMDR using the storytelling method in three adults with severe ID and PTSD showed a significant decrease in PTSD symptoms, challenging behaviours and most dysfunctional behaviours. There seems to be an association between workplace trauma in DSPs of people with ID and burn-out, secondary traumatic stress (STS) and/or PTSD. Research on this topic is lacking. The results of an online survey completed by DSPs asking questions about experienced workplace trauma and psychological consequences such as burn-out, secondary traumatic stress (STS), compassion fatigue/satisfaction and/or PTSD symptoms will be presented. Conclusion: EMDR therapy is feasible and effective for people with ID. Support for DSPs of people with ID is important as DSPs may experience mental health problems following workplace trauma.",adult; burnout; clinical article; compassion fatigue; conference abstract; desensitization; eye movement; eye movement desensitization and reprocessing; female; human; intellectual impairment; male; mental deficiency; mental disease; mental health; mentally disabled person; middle aged; posttraumatic stress disorder; problem behavior; psychological well-being; scoping review; secondary traumatic stress; storytelling; therapy; workplace
Screening and Classification of PTSD in Adults With Mild Intellectual Disability,"Background: Individuals with Mild Intellectual Disability or Borderline Intellectual Functioning (MID-BIF) are at a high risk of developing post-traumatic stress disorder (PTSD). No screening instrument for PTSD (based on the DSM-5- TR) in people with MID-BIF exists for this group. The first study aimed to evaluate the validity of the Trauma Screener Intellectual Disability (TS-ID) in adults with MID-BIF and determine the optimal cut-off value for an optimal specificity-sensitivity ratio compared with a PTSD diagnosis. The second study assessed the reliability and construct validity of the Diagnostic Interview Trauma and Stressors- Intellectual Disability-Adult version (DITS-ID- adults) in this population. These studies aim to improve PTSD recognition and classification in individuals with MID-BIF. Methods: We adapted the Child and Adolescent Trauma Screener (KJTS) for adults with MID-BIF into the TS-ID. The TS-ID and Diagnostic Interview Trauma and Stressors- Intellectual Disability-Adult version (DITS-ID adults) were administered to 97 participants with MID-BIF in supported housing. Additionally, the Brief Symptom Inventory-18 (BSI-18) and Impact of Event Scale-Intellectual Disability (IES-ID) were administered to the 97 participants. The Anxiety, Depression, and Mood Scale (ADESS) and Behaviour Problems Inventory (BPI) were administered to their relatives. Results: The TS-ID adult version showed high internal consistency (Cronbach's α = 0.94) and excellent validity (AUC = 0.94) for distinguishing PTSD in adults with MID-BIF. Optimal specificity and sensitivity was found at a cutoff score of 18. Although the TS-ID proxy version demonstrated excellent internal consistency (Cronbach's α = 0.93), it showed no validity in distinguishing PTSD in adults with MID-BIF. The interrater reliability of the DITS-ID- adults was good to excellent. The construct validity of the DITS-ID- adults was good, based on positive correlations between the BSI-18, IES-ID, ADESS and DITS-ID- adults and mainly positive correlations between the BPI and DITS-ID- adults (r = 0.21 to r = 0.75). Reporting potentially traumatic events listed under the A criterium for PTSD was associated with fulfilling PTSD symptom criteria. In this sample, 58% were classified with PTSD according to the DITS-ID- adults, while PTSD diagnosis on file was low (7%). Conclusions: The TS-ID demonstrated favourable psychometric qualities as a screening tool for PTSD in individuals with MID-BIF. The findings also support the DITS-ID- adults as a reliable and valid tool for classifying PTSD in this population.",adolescent; adult; anxiety; Brief Symptom Inventory; child; conference abstract; construct validity; controlled study; Cronbach alpha coefficient; depression; diagnosis; diagnostic test accuracy study; DSM-5; female; human; impact of event scale; intellectual impairment; internal consistency; interrater reliability; interview; major clinical study; male; middle aged; posttraumatic stress disorder; problem behavior; reliability; screening; sensitivity and specificity; validity
CRISIS AFAR: an international collaborative study of the impact of the COVID-19 pandemic on mental health and service access in youth with autism and neurodevelopmental conditions,"Background: Heterogeneous mental health outcomes during the COVID-19 pandemic are documented in the general population. Such heterogeneity has not been systematically assessed in youth with autism spectrum disorder (ASD) and related neurodevelopmental disorders (NDD). To identify distinct patterns of the pandemic impact and their predictors in ASD/NDD youth, we focused on pandemic-related changes in symptoms and access to services. Methods: Using a naturalistic observational design, we assessed parent responses on the Coronavirus Health and Impact Survey Initiative (CRISIS) Adapted For Autism and Related neurodevelopmental conditions (AFAR). Cross-sectional AFAR data were aggregated across 14 European and North American sites yielding a clinically well-characterized sample of N = 1275 individuals with ASD/NDD (age = 11.0 ± 3.6 years; n females = 277). To identify subgroups with differential outcomes, we applied hierarchical clustering across eleven variables measuring changes in symptoms and access to services. Then, random forest classification assessed the importance of socio-demographics, pre-pandemic service rates, clinical severity of ASD-associated symptoms, and COVID-19 pandemic experiences/environments in predicting the outcome subgroups. Results: Clustering revealed four subgroups. One subgroup—broad symptom worsening only (20%)—included youth with worsening across a range of symptoms but with service disruptions similar to the average of the aggregate sample. The other three subgroups were, relatively, clinically stable but differed in service access: primarily modified services (23%), primarily lost services (6%), and average services/symptom changes (53%). Distinct combinations of a set of pre-pandemic services, pandemic environment (e.g., COVID-19 new cases, restrictions), experiences (e.g., COVID-19 Worries), and age predicted each outcome subgroup. Limitations: Notable limitations of the study are its cross-sectional nature and focus on the first six months of the pandemic. Conclusions: Concomitantly assessing variation in changes of symptoms and service access during the first phase of the pandemic revealed differential outcome profiles in ASD/NDD youth. Subgroups were characterized by distinct prediction patterns across a set of pre- and pandemic-related experiences/contexts. Results may inform recovery efforts and preparedness in future crises; they also underscore the critical value of international data-sharing and collaborations to address the needs of those most vulnerable in times of crisis.",adolescent; adult; anxiety; article; attention deficit hyperactivity disorder; autism; behavior assessment; child; controlled study; coronavirus disease 2019; diagnostic accuracy; diagnostic test accuracy study; female; government; health care policy; health insurance; human; intellectual impairment; Likert scale; major clinical study; male; mental disease; mental health service; neuropsychological assessment; pandemic; problem behavior; sensitivity and specificity; sleep disorder
